layer,head,delta_prefix_mass_head,clean_prefix_mass_head,corrupt_prefix_mass_head
5,1.0,-0.00164794921875,0.82623291015625,0.827880859375
5,2.0,-0.001220703125,0.3751373291015625,0.3763580322265625
5,3.0,-0.00164794921875,0.8519287109375,0.85357666015625
5,4.0,-0.024169921875,0.71490478515625,0.73907470703125
5,5.0,0.003814697265625,0.571624755859375,0.56781005859375
5,6.0,-0.0013427734375,0.83245849609375,0.83380126953125
5,7.0,-0.0009765625,0.87652587890625,0.87750244140625
5,8.0,-0.005859375,0.8643798828125,0.8702392578125
5,9.0,-0.0009765625,0.83331298828125,0.83428955078125
5,10.0,0.0048828125,0.7396240234375,0.7347412109375
5,11.0,0.00152587890625,0.8128662109375,0.81134033203125
5,12.0,-0.00042724609375,0.85760498046875,0.8580322265625
5,13.0,0.00048828125,0.894287109375,0.893798828125
5,14.0,-0.0023193359375,0.85107421875,0.8533935546875
5,15.0,-0.0013427734375,0.8978271484375,0.899169921875
5,16.0,-0.016204833984375,0.663482666015625,0.6796875
5,17.0,0.00982666015625,0.581512451171875,0.571685791015625
5,18.0,0.020416259765625,0.707275390625,0.686859130859375
5,19.0,-0.00628662109375,0.8623046875,0.86859130859375
5,20.0,-0.001708984375,0.609832763671875,0.611541748046875
5,21.0,-0.012115478515625,0.707611083984375,0.7197265625
5,22.0,0.00299072265625,0.587982177734375,0.584991455078125
5,23.0,-0.00592041015625,0.515594482421875,0.521514892578125
5,24.0,-0.00616455078125,0.81646728515625,0.8226318359375
5,25.0,-0.014251708984375,0.5357666015625,0.550018310546875
5,26.0,-0.00592041015625,0.683990478515625,0.689910888671875
5,27.0,0.00091552734375,0.87542724609375,0.87451171875
5,28.0,-0.01806640625,0.75494384765625,0.77301025390625
5,29.0,0.00042724609375,0.861572265625,0.86114501953125
5,30.0,-0.00042724609375,0.81854248046875,0.8189697265625
5,31.0,0.010772705078125,0.725494384765625,0.7147216796875
6,0.0,-0.001190185546875,0.578033447265625,0.5792236328125
6,1.0,-0.006683349609375,0.511474609375,0.518157958984375
6,2.0,0.0103759765625,0.8800048828125,0.86962890625
6,3.0,-0.01324462890625,0.8006591796875,0.81390380859375
6,4.0,0.0157470703125,0.2146759033203125,0.1989288330078125
6,5.0,-0.00341796875,0.7674560546875,0.7708740234375
6,6.0,0.0029296875,0.82049560546875,0.81756591796875
6,7.0,-0.0023193359375,0.8636474609375,0.865966796875
6,8.0,-0.02484130859375,0.4468994140625,0.47174072265625
6,9.0,-0.000244140625,0.8558349609375,0.8560791015625
6,10.0,-0.00994873046875,0.69873046875,0.70867919921875
6,11.0,0.013702392578125,0.448455810546875,0.43475341796875
6,12.0,-0.005584716796875,0.4051513671875,0.410736083984375
6,13.0,0.0009765625,0.866943359375,0.865966796875
6,14.0,-0.01763916015625,0.72515869140625,0.7427978515625
6,15.0,-0.035888671875,0.6751708984375,0.7110595703125
6,16.0,-0.02178955078125,0.810302734375,0.83209228515625
6,17.0,0.0006103515625,0.7794189453125,0.77880859375
6,18.0,0.01605224609375,0.496490478515625,0.480438232421875
6,19.0,0.01190185546875,0.64599609375,0.63409423828125
